filename,iati-activity/iati-identifier[1],iati-activity/transaction/recipient-country,iati-activity/transaction/recipient-country@code,iati-activity/transaction/recipient-country@percentage
drc-activities,DK-CVR-20699310-DK19742,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191239,,,
drc-activities,DK-CVR-20699310-DK191790,,,
drc-activities,DK-CVR-20699310-DK191790,,,
drc-activities,DK-CVR-20699310-DK191790,,,
drc-activities,DK-CVR-20699310-DK191790,,,
drc-activities,DK-CVR-20699310-DK191790,,,
drc-activities,DK-CVR-20699310-DK19479,,,
drc-activities,DK-CVR-20699310-DK19479,,,
drc-activities,DK-CVR-20699310-DK19479,,,
drc-activities,DK-CVR-20699310-DK201680,,,
drc-activities,DK-CVR-20699310-DK201680,,,
drc-activities,DK-CVR-20699310-DK201680,,,
drc-activities,DK-CVR-20699310-DK201680,,,
drc-activities,DK-CVR-20699310-DK201680,,,
drc-activities,DK-CVR-20699310-DK201680,,,
drc-activities,DK-CVR-20699310-DK201680,,,
drc-activities,DK-CVR-20699310-DK201681,,,
drc-activities,DK-CVR-20699310-DK201681,,,
drc-activities,DK-CVR-20699310-DK201681,,,
drc-activities,DK-CVR-20699310-DK201681,,,
drc-activities,DK-CVR-20699310-DK201683,,,
drc-activities,DK-CVR-20699310-DK201683,,,
drc-activities,DK-CVR-20699310-DK201683,,,
drc-activities,DK-CVR-20699310-DK201683,,,
drc-activities,DK-CVR-20699310-DK201683,,,
drc-activities,DK-CVR-20699310-DK201683,,,
drc-activities,DK-CVR-20699310-DK201683,,,
drc-activities,DK-CVR-20699310-DK201685,,,
drc-activities,DK-CVR-20699310-DK201685,,,
drc-activities,DK-CVR-20699310-DK201685,,,
drc-activities,DK-CVR-20699310-DK201685,,,
drc-activities,DK-CVR-20699310-DK201685,,,
drc-activities,DK-CVR-20699310-DK201685,,,
drc-activities,DK-CVR-20699310-DK201685,,,
drc-activities,DK-CVR-20699310-DK201687,,,
drc-activities,DK-CVR-20699310-DK201687,,,
drc-activities,DK-CVR-20699310-DK201687,,,
drc-activities,DK-CVR-20699310-DK201687,,,
drc-activities,DK-CVR-20699310-DK201687,,,
drc-activities,DK-CVR-20699310-DK201687,,,
drc-activities,DK-CVR-20699310-DK201687,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201688,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201689,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK201690,,,
drc-activities,DK-CVR-20699310-DK1940,,,
drc-activities,DK-CVR-20699310-DK1940,,,
drc-activities,DK-CVR-20699310-DK1940,,,
drc-activities,DK-CVR-20699310-DK1940,,,
drc-activities,DK-CVR-20699310-DK1940,,,
drc-activities,DK-CVR-20699310-DK1940,,,
drc-activities,DK-CVR-20699310-DK1940,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK201692,,,
drc-activities,DK-CVR-20699310-DK19972,,,
drc-activities,DK-CVR-20699310-DK19972,,,
drc-activities,DK-CVR-20699310-DK19972,,,
drc-activities,DK-CVR-20699310-DK19972,,,
drc-activities,DK-CVR-20699310-DK19972,,,
drc-activities,DK-CVR-20699310-DK19972,,,
drc-activities,DK-CVR-20699310-DK201686,,,
drc-activities,DK-CVR-20699310-DK201686,,,
drc-activities,DK-CVR-20699310-DK201686,,,
drc-activities,DK-CVR-20699310-DK201686,,,
drc-activities,DK-CVR-20699310-DK201686,,,
drc-activities,DK-CVR-20699310-DK201686,,,
drc-activities,DK-CVR-20699310-DU252394,,,
drc-activities,DK-CVR-20699310-DU252398,,,
drc-activities,DK-CVR-20699310-DU252398,,,
drc-activities,DK-CVR-20699310-DU252397,,,
drc-activities,DK-CVR-20699310-DU252397,,,
drc-activities,DK-CVR-20699310-DU252399,,,
drc-activities,DK-CVR-20699310-DU252399,,,
drc-activities,DK-CVR-20699310-DK201695,,,
drc-activities,DK-CVR-20699310-DK201695,,,
drc-activities,DK-CVR-20699310-DK201695,,,
drc-activities,DK-CVR-20699310-DK201695,,,
drc-activities,DK-CVR-20699310-DK201695,,,
drc-activities,DK-CVR-20699310-DK201695,,,
drc-activities,DK-CVR-20699310-DK201695,,,
drc-activities,DK-CVR-20699310-DK201693,,,
drc-activities,DK-CVR-20699310-DK201693,,,
drc-activities,DK-CVR-20699310-DK201693,,,
drc-activities,DK-CVR-20699310-DK201693,,,
drc-activities,DK-CVR-20699310-DK201693,,,
drc-activities,DK-CVR-20699310-DK201693,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201698,,,
drc-activities,DK-CVR-20699310-DK201699,,,
drc-activities,DK-CVR-20699310-DK201699,,,
drc-activities,DK-CVR-20699310-DK201699,,,
drc-activities,DK-CVR-20699310-DK201699,,,
drc-activities,DK-CVR-20699310-DK201699,,,
drc-activities,DK-CVR-20699310-DK201699,,,
drc-activities,DK-CVR-20699310-DK201700,,,
drc-activities,DK-CVR-20699310-DK201700,,,
drc-activities,DK-CVR-20699310-DK201700,,,
drc-activities,DK-CVR-20699310-DK201700,,,
drc-activities,DK-CVR-20699310-DK201700,,,
drc-activities,DK-CVR-20699310-DK201700,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201701,,,
drc-activities,DK-CVR-20699310-DK201711,,,
drc-activities,DK-CVR-20699310-DK201711,,,
drc-activities,DK-CVR-20699310-DK201711,,,
drc-activities,DK-CVR-20699310-DK201711,,,
drc-activities,DK-CVR-20699310-DK201711,,,
drc-activities,DK-CVR-20699310-DK201711,,,
drc-activities,DK-CVR-20699310-DK201711,,,
drc-activities,DK-CVR-20699310-DK201716,,,
drc-activities,DK-CVR-20699310-DK201716,,,
drc-activities,DK-CVR-20699310-DK201716,,,
drc-activities,DK-CVR-20699310-DK201716,,,
drc-activities,DK-CVR-20699310-DK201716,,,
drc-activities,DK-CVR-20699310-DK201716,,,
drc-activities,DK-CVR-20699310-DK201716,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201717,,,
drc-activities,DK-CVR-20699310-DK201719,,,
drc-activities,DK-CVR-20699310-DK201719,,,
drc-activities,DK-CVR-20699310-DK201719,,,
drc-activities,DK-CVR-20699310-DK201719,,,
drc-activities,DK-CVR-20699310-DK201719,,,
drc-activities,DK-CVR-20699310-DK201719,,,
drc-activities,DK-CVR-20699310-DK201719,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201704,,,
drc-activities,DK-CVR-20699310-DK201708,,,
drc-activities,DK-CVR-20699310-DK201708,,,
drc-activities,DK-CVR-20699310-DK201708,,,
drc-activities,DK-CVR-20699310-DK201708,,,
drc-activities,DK-CVR-20699310-DK201708,,,
drc-activities,DK-CVR-20699310-DK201708,,,
drc-activities,DK-CVR-20699310-DK201708,,,
drc-activities,DK-CVR-20699310-DK201720,,,
drc-activities,DK-CVR-20699310-DK201720,,,
drc-activities,DK-CVR-20699310-DK201720,,,
drc-activities,DK-CVR-20699310-DK201720,,,
drc-activities,DK-CVR-20699310-DK201720,,,
drc-activities,DK-CVR-20699310-DK201720,,,
drc-activities,DK-CVR-20699310-DK201720,,,
drc-activities,DK-CVR-20699310-DK201718,,,
drc-activities,DK-CVR-20699310-DK201718,,,
drc-activities,DK-CVR-20699310-DK201718,,,
drc-activities,DK-CVR-20699310-DK201718,,,
drc-activities,DK-CVR-20699310-DK201718,,,
drc-activities,DK-CVR-20699310-DK201718,,,
drc-activities,DK-CVR-20699310-DK201718,,,
drc-activities,DK-CVR-20699310-DF212759,,,
drc-activities,DK-CVR-20699310-DF212759,,,
drc-activities,DK-CVR-20699310-DF212759,,,
drc-activities,DK-CVR-20699310-DF212759,,,
drc-activities,DK-CVR-20699310-DK202628,,,
drc-activities,DK-CVR-20699310-DK202628,,,
drc-activities,DK-CVR-20699310-DK202691,,,
drc-activities,DK-CVR-20699310-DK202691,,,
drc-activities,DK-CVR-20699310-DK202691,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201710,,,
drc-activities,DK-CVR-20699310-DK201707,,,
drc-activities,DK-CVR-20699310-DK201707,,,
drc-activities,DK-CVR-20699310-DK201707,,,
drc-activities,DK-CVR-20699310-DK201707,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201702,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK201706,,,
drc-activities,DK-CVR-20699310-DK1926,,,
drc-activities,DK-CVR-20699310-DK1926,,,
drc-activities,DK-CVR-20699310-DK1926,,,
drc-activities,DK-CVR-20699310-DK1926,,,
drc-activities,DK-CVR-20699310-DK1926,,,
drc-activities,DK-CVR-20699310-DK1926,,,
drc-activities,DK-CVR-20699310-DK1926,,,
drc-activities,DK-CVR-20699310-DK201691,,,
drc-activities,DK-CVR-20699310-DK201691,,,
drc-activities,DK-CVR-20699310-DK201691,,,
drc-activities,DK-CVR-20699310-DK201691,,,
drc-activities,DK-CVR-20699310-DK201691,,,
drc-activities,DK-CVR-20699310-DK201691,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201832,,,
drc-activities,DK-CVR-20699310-DK201684,,,
drc-activities,DK-CVR-20699310-DK201684,,,
drc-activities,DK-CVR-20699310-DK201684,,,
drc-activities,DK-CVR-20699310-DK201684,,,
drc-activities,DK-CVR-20699310-DK201684,,,
drc-activities,DK-CVR-20699310-DK201684,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201712,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201715,,,
drc-activities,DK-CVR-20699310-DK201709,,,
drc-activities,DK-CVR-20699310-DK201709,,,
drc-activities,DK-CVR-20699310-DK201709,,,
drc-activities,DK-CVR-20699310-DK201709,,,
drc-activities,DK-CVR-20699310-DK201709,,,
drc-activities,DK-CVR-20699310-DK201709,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201705,,,
drc-activities,DK-CVR-20699310-DK201696,,,
drc-activities,DK-CVR-20699310-DK201696,,,
drc-activities,DK-CVR-20699310-DK201696,,,
drc-activities,DK-CVR-20699310-DK201696,,,
drc-activities,DK-CVR-20699310-DK201696,,,
drc-activities,DK-CVR-20699310-DK201696,,,
drc-activities,DK-CVR-20699310-DK201696,,,
drc-activities,DK-CVR-20699310-DK201696,,,
