filename,iati-activity/iati-identifier[1],iati-activity/transaction/receiver-org,iati-activity/transaction/receiver-org@receiver-activity-id,iati-activity/transaction/receiver-org@ref,iati-activity/transaction/receiver-org@type,iati-activity/transaction/receiver-org/narrative[1],iati-activity/transaction/receiver-org/narrative[1]@{http://www.w3.org/XML/1998/namespace}lang
drc-activities,DK-CVR-20699310-DRCRO03-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO03-19,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DRCRO06-19,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,15,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,,,DK-CVR-20699310,21,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO01-19,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Ccouncil,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,,21,Mixed Migration Centre,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DRCRO05-19,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DF212197,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DF212197,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DF212197,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DF212197,"
        ",GB-CHC-1082565,FR-RCS-519655997,21,Handicap International UK <i> (Atlas Logistique) </i>,en
drc-activities,DK-CVR-20699310-DF212197,"
        ",,GB-CHC-328158,21,Islamic Relief <i> (Humanitarian Academy for Development (HAD)) </i>,en
drc-activities,DK-CVR-20699310-DF212197,"
        ",,GB-CHC-1178168,21,CDAC Network,en
drc-activities,DK-CVR-20699310-DF212197,"
        ",,,21,RedR UK,en
drc-activities,DK-CVR-20699310-DF212197,"
        ",,NO-BRC-977538319,21,Norwegian Refugee Council <i> (ACAPS) </i>,en
drc-activities,DK-CVR-20699310-DF212197,"
        ",,,21,Ground Truth Solutions (GTS),en
drc-activities,DK-CVR-20699310-DF212197,"
        ",,GB-CHC-1126727,21,MapAction,en
drc-activities,DK-CVR-20699310-DF212197,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DF201067,,,,,,
drc-activities,DK-CVR-20699310-DF201067,"
        ",DK-CVR-20699310-DF201067,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DF201067,"
        ",,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19953,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19953,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19953,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK1925,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK1925,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK1925,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19524,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19524,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19615,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19615,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19615,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19649,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19649,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19649,,,,,,
drc-activities,DK-CVR-20699310-DK19950,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19950,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19652,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19653,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19653,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19713,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19713,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19715,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19715,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19715,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19715,,,,,,
drc-activities,DK-CVR-20699310-DK19720,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19720,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19720,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19720,,,,,,
drc-activities,DK-CVR-20699310-DK19726,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19726,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19726,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19726,,,,,,
drc-activities,DK-CVR-20699310-DK19741,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,,,,,,
drc-activities,DK-CVR-20699310-DK19741,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19744,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19744,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19744,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19744,,,,,,
drc-activities,DK-CVR-20699310-DK19843,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19843,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19888,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19888,,,,,,
drc-activities,DK-CVR-20699310-DK19903,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,,,,,,
drc-activities,DK-CVR-20699310-DK19903,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19971,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19971,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19971,,,,,,
drc-activities,DK-CVR-20699310-DK19971,,,,,,
drc-activities,DK-CVR-20699310-DK19971,,,,,,
drc-activities,DK-CVR-20699310-DK19973,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,,,,,,
drc-activities,DK-CVR-20699310-DK19973,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19973,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19974,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19974,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19974,,,,,,
drc-activities,DK-CVR-20699310-DK19976,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19976,,,,,,
drc-activities,DK-CVR-20699310-DK19976,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19977,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19977,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19977,,,,,,
drc-activities,DK-CVR-20699310-DK19977,,,,,,
drc-activities,DK-CVR-20699310-DK19977,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19977,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19977,,,,,,
drc-activities,DK-CVR-20699310-DK191007,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK191007,,,,,,
drc-activities,DK-CVR-20699310-DK191007,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19742,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19742,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,,,,,,
drc-activities,DK-CVR-20699310-DK19742,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK191239,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,,,,,,
drc-activities,DK-CVR-20699310-DK191239,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK191790,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK191790,,,,,,
drc-activities,DK-CVR-20699310-DK19479,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19479,,,,,,
drc-activities,DK-CVR-20699310-DK19479,,,,,,
drc-activities,DK-CVR-20699310-DK201680,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201680,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,,,,,,
drc-activities,DK-CVR-20699310-DK201680,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201681,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201681,,,,,,
drc-activities,DK-CVR-20699310-DK201681,,,,,,
drc-activities,DK-CVR-20699310-DK201681,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201683,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201683,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201683,,,,,,
drc-activities,DK-CVR-20699310-DK201685,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,,,,,,
drc-activities,DK-CVR-20699310-DK201685,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201687,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201687,,,,,,
drc-activities,DK-CVR-20699310-DK201687,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201688,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
