filename,iati-activity/iati-identifier[1],iati-activity/transaction,iati-activity/transaction@humanitarian,iati-activity/transaction@ref,iati-activity/transaction/transaction-type[1],iati-activity/transaction/transaction-type[1]@code,iati-activity/transaction/transaction-date[1],iati-activity/transaction/transaction-date[1]@iso-date,iati-activity/transaction/value[1],iati-activity/transaction/value[1]@currency,iati-activity/transaction/value[1]@value-date,iati-activity/transaction/description[1],iati-activity/transaction/provider-org[1],iati-activity/transaction/provider-org[1]@provider-activity-id,iati-activity/transaction/provider-org[1]@ref,iati-activity/transaction/provider-org[1]@type,iati-activity/transaction/receiver-org[1],iati-activity/transaction/receiver-org[1]@receiver-activity-id,iati-activity/transaction/receiver-org[1]@ref,iati-activity/transaction/receiver-org[1]@type,iati-activity/transaction/sector[1],iati-activity/transaction/sector[1]@code,iati-activity/transaction/sector[1]@percentage,iati-activity/transaction/sector[1]@vocabulary,iati-activity/transaction/recipient-country[1],iati-activity/transaction/recipient-country[1]@code,iati-activity/transaction/recipient-country[1]@percentage,iati-activity/transaction/recipient-region[1],iati-activity/transaction/recipient-region[1]@code,iati-activity/transaction/recipient-region[1]@percentage,iati-activity/transaction/recipient-region[1]@vocabulary,iati-activity/transaction/flow-type[1],iati-activity/transaction/flow-type[1]@code,iati-activity/transaction/finance-type[1],iati-activity/transaction/finance-type[1]@code,iati-activity/transaction/aid-type[1],iati-activity/transaction/aid-type[1]@code,iati-activity/transaction/aid-type[1]@vocabulary
drc-activities,DK-CVR-20699310-DF2055,"
      ",,,,1,,2018-04-26,605136.00,GBP,2018-04-26,"
        ","
        ",,GB-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF2055,"
      ",,,,4,,2020-04-30,323156.16,GBP,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-04-05,13362.00,GBP,2019-04-05,"
        ","
        ",DK-CVR-20699310-DF21849,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,11,,2018-12-01,3625000.00,GBP,2018-12-01,"
        ","
        ",GB-1-205255-104,GB-GOV-1,10,"
        ",DK-CVR-20699310-DF21849,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-03-01,29693.00,GBP,2020-03-01,"
        ","
        ",DK-CVR-20699310-DF21849,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-04-01,131460.00,GBP,2020-01-01,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1148404,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-06-08,76300.00,GBP,2020-08-18,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-03-01,179515.00,GBP,2020-03-01,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1076235,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-04-05,5726.00,GBP,2019-04-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-04-05,17805.00,GBP,2019-04-05,"
        ","
        ",DK-CVR-20699310-DF21849,DK-CVR-20699310,21,"
        ",,NO-BRC-977538319,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-04-05,7631.00,GBP,2019-04-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,NO-BRC-977538319,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-04-05,24175.00,GBP,2019-04-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-06-05,10361.00,GBP,2019-05-04,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-04-05,9133.00,GBP,2019-04-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-07-05,3914.00,GBP,2019-07-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-04-05,22845.00,GBP,2019-04-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1178168,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-07-05,9791.00,GBP,2019-07-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1178168,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-11-19,7605.00,GBP,2019-11-19,"
        ","
        ",,GB-GOV-1,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-07-21,26232.88,GBP,2020-07-21,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-10-31,61210.00,GBP,2019-10-31,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-11-09,34898.00,GBP,2019-11-09,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1148404,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-08-03,14956.00,GBP,2020-08-03,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1148404,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-11-05,23938.00,GBP,2019-11-05,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-02-14,11969.00,GBP,2020-02-14,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2019-10-25,12002.00,GBP,2019-10-25,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-02-14,12002.00,GBP,2020-02-14,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-07-21,5999.24,GBP,2020-07-21,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-02-14,23938.00,GBP,2020-02-14,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-01-09,12487.00,GBP,2020-01-09,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-01-09,20428.00,GBP,2020-01-09,"
        ","
        ",DK-CVR-20699310-DF21849,DK-CVR-20699310,21,"
        ",GB-CHC-1178168-CDAC_BURKINA_1,GB-CHC-1178168,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-08-03,8755.00,GBP,2020-08-03,"
        ","
        ",DK-CVR-20699310-DF21849,DK-CVR-20699310,21,"
        ",GB-CHC-1178168-CDAC_BURKINA_1,GB-CHC-1178168,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-01-02,32879.00,GBP,2020-01-02,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-01-02,10853.00,GBP,2020-01-02,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-04-27,4569.94,GBP,2020-04-27,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-01-09,20997.00,GBP,2020-01-09,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-04-02,34060.00,GBP,2020-04-02,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-03-01,39088.00,GBP,2020-03-01,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1076235,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-06-12,25192.00,GBP,2020-06-12,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-06-10,30245.00,GBP,2020-06-10,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-04-22,21053.00,GBP,2020-04-22,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-04-02,54521.00,GBP,2020-04-02,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2020-06-09,65704.00,GBP,2020-06-09,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1178168,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,4,,2019-03-31,81262.00,GBP,2019-03-31,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,4,,2019-09-30,231345.00,GBP,2019-09-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,4,,2019-06-30,82246.00,GBP,2019-06-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,4,,2019-12-31,129634.00,GBP,2019-12-31,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,4,,2020-03-31,152903.00,GBP,2020-03-31,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,4,,2020-06-30,365127.00,GBP,2020-06-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21849,"
      ",,,,3,,2018-12-01,78640.58,GBP,2018-12-01,"
        ",,DK-CVR-20699310-DF21849,DK-CVR-20699310,21,,DK-CVR-20699310-DF21849,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,1,,2019-08-01,240000.00,EUR,2019-08-01,"
        ","
        ",XM-DAC-7-PPR-4000000964,XM-DAC-7,10,"
        ",DK-CVR-20699310-DU19527,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2019-01-01,126705.44,EUR,2019-01-31,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2019-04-01,141157.28,EUR,2020-03-18,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2019-07-01,177926.52,EUR,2019-01-31,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2019-10-01,20710.93,EUR,2019-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2018-10-01,151276.03,EUR,2017-12-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,7,,2020-07-06,127852.59,EUR,2020-07-03,"
        ","
        ",,DK-CVR-20699310,21,"
        ",XM-DAC-7-PPR-4000000964,XM-DAC-7,10,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,11,,2017-12-01,1600000,EUR,2017-12-01,"
        ","
        ",XM-DAC-7-PPR-4000000964,XM-DAC-7,10,"
        ",DU52719,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,1,,2017-12-07,1280000,EUR,2017-12-07,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2018-01-01,119528.9,EUR,2018-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2018-04-01,199509.11,EUR,2017-12-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU19527,"
      ",,,,4,,2018-07-01,198940.86,EUR,2018-07-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,4,,2020-07-31,111763.7042,EUR,2020-09-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,1,,2018-11-30,400000,EUR,2018-11-01,"
        ","
        ",XM-DAC-7-PPR-4000002041,XM-DAC-7,10,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",1,,,4,,2019-01-01,4472.35,EUR,2019-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,4,,2019-07-01,40082.04,EUR,2019-07-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,4,,2019-04-01,34875.20,EUR,2019-04-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,4,,2020-05-31,316008.0187,EUR,2020-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",1,,,11,,2018-11-15,950000,EUR,2018-11-15,,"
        ",XM-DAC-7-PPR-4000002041,XM-DAC-7,10,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,1,,2019-11-30,502500.00,EUR,2019-01-01,"
        ","
        ",,XM-DAC-7-PPR-4000002041,10,"
        ",,DK-CVR-20699310-DU20658,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,4,,2019-10-01,41707.47,EUR,2019-04-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,4,,2020-01-01,83171.75,EUR,2019-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU20658,"
      ",,,,1,,2021-01-31,47500.00,EUR,2021-01-31,"
        ","
        ",,XM-DAC-7,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,4,,2020-05-31,272478.60,EUR,2019-06-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,4,,2020-03-30,100604.79,EUR,2020-03-31,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,4,,2019-12-31,38257.8,EUR,2019-12-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,11,,2019-06-01,1880279.77,EUR,2019-06-01,"
        ","
        ",XM-DAC-7-PPR-4000002695,XM-DAC-7,10,"
        ",DK-CVR-20699310-DU191129,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,4,,2019-09-23,20811.88,EUR,2019-06-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,1,,2019-06-01,644104.75,EUR,2019-06-01,"
        ","
        ",XM-DAC-7-PPR-4000002695,XM-DAC-7,10,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,4,,2020-06-29,92803.95,EUR,2020-04-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,4,,2020-12-30,119347.89,EUR,2020-12-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU191129,"
      ",,,,4,,2020-09-29,44831.16,EUR,2019-06-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF20376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19947,"
      ",,,,4,,2018-12-31,9429189.65,DKK,2019-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19947,"
      ",,,,4,,2018-06-30,4197328.03,DKK,2019-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19947,"
      ",,,,4,,2018-03-31,4003706.51,DKK,2019-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19947,"
      ",,,,4,,2018-09-30,4381759.38,DKK,2019-01-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19947,"
      ",,,,1,,2019-08-01,10500000.00,DKK,2019-08-01,"
        ","
        ",XM-DAC-3-1-271673-32611,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19947,"
      ",,,,1,,2019-02-01,10500000.00,DKK,2019-01-30,"
        ","
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,Payment for Invoice 2 ,,4,,2020-04-03,662522.09,GBP,2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,,,3,,2020-05-06,507134.53,GBP,2020-05-01,,"
        ",,DK-CVR-20699310,21,"
        ",,GB-CHC-1076235,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,,,3,,2020-05-01,142629.46,GBP,2020-05-01,,"
        ",,DK-CVR-20699310,21,"
        ",GB-COH-213890-82604294,GB-COH-213890,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,,,3,,2019-12-31,127621.21,GBP,2019-12-31,,"
        ",,DK-CVR-20699310,21,"
        ",,,70,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,,,1,,2021-01-11,1036378.10,GBP,2021-01-11,"
        ","
        ",GB-1-205143-107,GB-GOV-1 ,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,.,,1,,2019-12-19,1105794.12,GBP,2019-12-19,"
        ","
        ", GB-1-205143-107,GB-GOV-1 ,10,"
        ",DK-CVR-20699310-DF221251,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",1,,,11,,2019-04-24,20764373.68,GBP,2020-05-29,"
        ","
        ",GB-1-205143-107,GB-GOV-1,10,"
        ",DK-CVR-20699310-DF221251,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",1,Payment for Invoice 3 ,,4,,2020-06-30,787869.25,GBP,2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,Milestone 65: COVID-19 ,,1,,2020-09-30,171799.81,GBP,2020-09-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",1,Payment for Invoice 1 ,,4,,2019-12-19,1105794.12,GBP,2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",1,Milestone 65:COVID-19 ,,4,,2020-09-30,171799.81,GBP,2020-09-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",1,...,,1,,2020-06-30,787869.25,GBP,2020-06-30,"
        ","
        ",GB-1-205143-107,GB-GOV-1 ,10,"
        ",DK-CVR-20699310-DF221251,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF221251,"
      ",,....,,1,,2020-04-03,662522.00,GBP,2020-04-03,"
        ","
        ",GB-1-205143-107,GB-GOV-1 ,10,"
        ",DK-CVR-20699310-DF221251,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF211215,"
      ",,97% Normal/ 3% COVID Re ,,1,,2020-09-01,137261.17,GBP,2020-01-01,"
        ","
        ",,GB-GOV-1 ,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF211215,"
      ",,,,4,,2020-01-31,517818.00,GBP,2020-02-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF211215,"
      ",,,,1,,2019-11-18,776795,GBP,2020-01-29,,"
        ",GB-1-204805-107,GB-1,10,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF211215,"
      ",,,,4,,2020-03-31,477877.15,GBP,2020-03-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF211215,"
      ",,,,1,,2019-11-25,58476.62,GBP,2019-09-01,,"
        ",GB-1-204805-107,GB-GOV-1,10,"
        ",DK-CVR-20699310-DF211215,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU22821,"
      ",,,,1,,2019-11-01,1580000,EUR,2019-11-01,,"
        ",XM-DAC-7-PPR-4000002835,XM-DAC-7,10,"
        ",DK-CVR-20699310-DU22821,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU22821,"
      ",,,,4,,2020-02-28,144829,EUR,2019-11-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU22821,"
      ",,,,11,,2019-11-01,3500000,EUR,2019-11-01,"
        ","
        ",XM-DAC-7-PPR-4000002835,XM-DAC-7,10,"
        ",DK-CVR-20699310-DU22821,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU22821,"
      ",,,,4,,2020-09-28,286607,EUR,2020-09-28,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU22821,"
      ",,,,4,,2020-05-31,446926.49,EUR,2020-05-31,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DU22821,"
      ",,,,4,,2020-12-25,233007.07,EUR,2020-12-25,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21532,"
      ",,,,4,,2019-11-30,36667.37,GBP,2019-11-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21532,"
      ",,,,4,,2020-03-31,93632.57,GBP,2019-11-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21532,"
      ",,,,4,,2020-06-30,89725.00,GBP,2020-06-30,"
        ","
        ",, GB-SC-SC030289,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF21532,"
      ",,,,4,,2020-09-30,177023.00,GBP,2020-09-30,"
        ","
        ",,GB-SC-SC030289,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00001596,,1,,2020-10-01,238182.51,DKK,2020-10-01,"
        ","
        ",,,21,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,Gr00002256,,1,,2020-06-01,2082634.74,DKK,2020-06-30,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,Gr00002171,,1,,2020-06-01,5187465.63,DKK,2020-06-30,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,Gr00001907,,1,,2020-06-01,1100000.00,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,Gr00001401,,1,,2020-06-01,1100000.00,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,Gr00002125,,1,,2020-06-01,1428571.50,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,Gr00002276,,1,,2020-06-01,1000000.00,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
